Speaker,Dialogue
claudia,You don't remember? Or you never knew.
louis,It was something hurries...and seldom savored... something acute that was quickly lost. It was the pale shadow of killing.
claudia,"But how will I ever know, Louis?"
claudia,"I'll never find them, will I? My own kind..."
claudia,"Have I anything in common with her, Louis?"
claudia,"Or her, or her - or any of them?"
louis,"Claudia, you torture yourself."
claudia,"They are ducklings, that will grow into swans. Whereas I must be the duckling forever."
louis,You are more beautiful than any of them.
claudia,All her dolls resemble me.
claudia,Are they my kind Louis? Dolls never change either.
louis,"You are neither, Claudia. Now stop this -"
louis,You know her?
claudia,"Yes. Should I take her, Louis? Among her dolls? make a doll of her in turn?"
louis,"Come, Claudia..."
louis,Claudia!
louis,You mean me harm?
santiago, You mean me harm?
louis,Trickster. Buffoon!
louis,I've searched the world for an immortal and this is what I find?
armand,He looks like an angel.
armand,You are all right.
armand,Bring the petit beauty with you. No one will harm you. I won't allow it. Remember my name. Armand.
louis,Remember what I've told you. They'll have different powers. They'll read your thoughts if you allow it.
huge posters," Reading -  ""THEATRE DES VAMPIRES PRESENTS THE MASQUE OF THE RED DEATH By Edgar Allen Poe""  The posters are illustrated with cliched images of vampires overcoming damsels in distress."
claudia,But this can't be real. This is nonsense.
louis,Nonsense all right. But something tell me it's going to be the strangest nonsense we've ever seen.
claudia,"Mortals, mortals everywhere. And lots of drops to drink."
louis,They are here. I know they are. Listen for something that doesn't make a sound.
louis, It's a vampire. It's the one I saw in Rue St Jacques.
louis,They use no paint. And the audience think it is paint.
claudia,How devilishly clever.
claudia,She's no vampire.
louis,No. She's frightened. She doesn't know where she is.
mortal woman,I don't want to die!
santiago,We are death!
mortal woman,Someone help me. Please... What have I done?
louis,This is no performance.
claudia,And no one knows but us...
santiago,We all die. Death is the one thing you share with all those here.
audience, Rapt faces.
mortal woman,But I'm young...
santiago,"Death is no respecter of age. He can come any time, any place. Need I tell you what fate has in store for you?"
mortal woman,I would take my chance. Let me go! Please...
santiago,"And if you take that chance and live, what is your fate? The humpbacked toothless visage of old age?"
louis,This is monstrous!
claudia,"Yes, and very beautiful."
santiago,"Just as this flesh is pink now, it will turn grey and wrinkle with age."
mortal woman,"Let me live, please. I don't care."
santiago,Then why should you care if you die now?
audience," Is awestruck by her beauty, her suffering."
santiago,And suppose death had a heart to love and to release you? To whom would he turn his passion? Would you pick a person from the crowd there? A person to suffer as you suffer?
young girl,"Oh, yes, take me Monsieur Vampire! I adore you!"
santiago,You wait your turn.
santiago,"Well, have you a sister, a mother, a daughter you would send in your place?"
santiago,"We alone can give death meaning. Do you know what it means to be loved by death, to become our bride?"
armand,No pain.
mortal woman,No pain?
armand,Your beauty is a gift to us.
armand,Who deserves such a gift?
mortal woman,No pain...
louis,I've seen enough of this! I loathe it!
claudia,Be still!
claudia,"Patience, Louis. Patience."
louis,We've been searching for you for a very long time...
estelle,Such a darling.
louis,Monstrous.
armand,"Yes, and very beautiful."
louis,"Your lips, they didn't move."
armand,"They did, but too fast for you to see them. No magic, just grace and speed."
armand,He wants you...
armand,"Disappointing, isn't it? To come so far and find so little. Jaded ingenues, amusing themselves with make- believe..."
louis,We had feared we were the only ones...
armand,But how did you come into existence?
armand,"You don't want to answer... Two vampires from the new world, come to guide us into the new era as all we love slowly rots and fades away."
louis,Are you the leader of this group?
armand,"If there were a leader, I would be the one."
louis,So you have the answers...
armand,Ah! You have questions?
louis,What are we?
armand,Nothing if not vampires...
louis,Who made us what we are?
armand,Surely you know the one who made you...
louis,"But the one who made him, who made the one who made him, the source of all this evil..."
armand,"That is a picture, nothing more."
louis,You mean we are not children of Satan?
armand,No.
armand,"I understand. I saw you in the theatre, your suffering, your sympathy for that girl. I saw you with the boy. You die when you kill, you feel you deserve to die and you stint on nothing. But does that make you evil? Or, since you comprehend what you call goodness, does it not make you good?"
louis,Then there is nothing.
armand,Perhaps...
armand,And perhaps this is the only real evil left...
louis,Then God does not exist...
armand,I have not spoken to him...
louis,And no vampire here has discourse with God or the Devil?
armand,"None that I've ever known. I know nothing of God or the Devil, I have never seen a vision nor learnt a secret that would damn or save my soul. And as far as I know, after four hundred years I am the oldest living vampire in the world."
louis,"My God... So it's as I always feared. Nothing, leading to nothing."
armand,You fell too much. So much you make me feel...
armand,The one who made you should have told you this. The one who left the old world for the new...
louis,He knew nothing. He just didn't care.
armand,Knew? You mean he is...
